reference_name,target_name,reference_network,induced_network,name_dct,num_assignment_pair,is_truncated,probability_of_occurrence_strong,truncated_strong,probability_of_occurrence_weak,truncated_weak,estimated_poc_strong,estimated_poc_weak
BIOMD0000000814,BIOMD0000000664,"BIOMD0000000814: 3 species, 5 reactions
  Tumor_Cell_P_logistic_growth:  -> Tumor_Cell_Population_P
  Tumor_Cell_P_early_death: Tumor_Cell_Population_P -> Damaged_Tumor_Cells_D
  Tumor_Cell_P_delayed_death: Tumor_Cell_Population_P -> 
  Damaged_Tumor_Cell_D_death: Damaged_Tumor_Cells_D -> 
  Elimination_of_Chemotherapy: Drug_Concentration_C -> ","723858: 3 species, 5 reactions
  C_Raf_Activation_1:  -> C_Raf
  C_Raf_Inactivation: C_Raf -> C_Raf_inactive
  C_Raf_Degradation: C_Raf -> 
  Inactive_C_Raf_degradation: C_Raf_inactive -> 
  FGFR_Degradation: FGFR -> ","{""species_names"": {""Drug_Concentration_C"": ""FGFR"", ""Tumor_Cell_Population_P"": ""C_Raf"", ""Damaged_Tumor_Cells_D"": ""C_Raf_inactive""}, ""reaction_names"": {""Tumor_Cell_P_logistic_growth"": ""C_Raf_Activation_1"", ""Tumor_Cell_P_early_death"": ""C_Raf_Inactivation"", ""Tumor_Cell_P_delayed_death"": ""C_Raf_Degradation"", ""Damaged_Tumor_Cell_D_death"": ""Inactive_C_Raf_degradation"", ""Elimination_of_Chemotherapy"": ""FGFR_Degradation""}}",8,False,,,,,0.00041994120274413405,0.00029997000100001614
BIOMD0000000814,BIOMD0000000895,"BIOMD0000000814: 3 species, 5 reactions
  Tumor_Cell_P_logistic_growth:  -> Tumor_Cell_Population_P
  Tumor_Cell_P_early_death: Tumor_Cell_Population_P -> Damaged_Tumor_Cells_D
  Tumor_Cell_P_delayed_death: Tumor_Cell_Population_P -> 
  Damaged_Tumor_Cell_D_death: Damaged_Tumor_Cells_D -> 
  Elimination_of_Chemotherapy: Drug_Concentration_C -> ","7601193: 3 species, 5 reactions
  Mr_Source:  -> Mr
  Mr_Activation: Mr -> Ma
  Mr_Death: Mr -> 
  Ma_Death: Ma -> 
  CD4_Interaction_Naive_Se: CD4 -> ","{""species_names"": {""Drug_Concentration_C"": ""CD4"", ""Tumor_Cell_Population_P"": ""Mr"", ""Damaged_Tumor_Cells_D"": ""Ma""}, ""reaction_names"": {""Tumor_Cell_P_logistic_growth"": ""Mr_Source"", ""Tumor_Cell_P_early_death"": ""Mr_Activation"", ""Tumor_Cell_P_delayed_death"": ""Mr_Death"", ""Damaged_Tumor_Cell_D_death"": ""Ma_Death"", ""Elimination_of_Chemotherapy"": ""CD4_Interaction_Naive_Se""}}",18,False,,,,,0.0008117272163776779,0.0005798608176307285
BIOMD0000000814,BIOMD0000000766,"BIOMD0000000814: 3 species, 5 reactions
  Tumor_Cell_P_logistic_growth:  -> Tumor_Cell_Population_P
  Tumor_Cell_P_early_death: Tumor_Cell_Population_P -> Damaged_Tumor_Cells_D
  Tumor_Cell_P_delayed_death: Tumor_Cell_Population_P -> 
  Damaged_Tumor_Cell_D_death: Damaged_Tumor_Cells_D -> 
  Elimination_of_Chemotherapy: Drug_Concentration_C -> ","8596975: 3 species, 5 reactions
  tumor_growth:  -> U
  tumor_infection: U -> I
  tumor_killing: U -> 
  infected_tumor_death: I -> 
  effector_death: E -> ","{""species_names"": {""Drug_Concentration_C"": ""E"", ""Tumor_Cell_Population_P"": ""U"", ""Damaged_Tumor_Cells_D"": ""I""}, ""reaction_names"": {""Tumor_Cell_P_logistic_growth"": ""tumor_growth"", ""Tumor_Cell_P_early_death"": ""tumor_infection"", ""Tumor_Cell_P_delayed_death"": ""tumor_killing"", ""Damaged_Tumor_Cell_D_death"": ""infected_tumor_death"", ""Elimination_of_Chemotherapy"": ""effector_death""}}",6,False,,,,,0.00030797412824157266,0.0002199868000879457
BIOMD0000000814,BIOMD0000000444,"BIOMD0000000814: 3 species, 5 reactions
  Tumor_Cell_P_logistic_growth:  -> Tumor_Cell_Population_P
  Tumor_Cell_P_early_death: Tumor_Cell_Population_P -> Damaged_Tumor_Cells_D
  Tumor_Cell_P_delayed_death: Tumor_Cell_Population_P -> 
  Damaged_Tumor_Cell_D_death: Damaged_Tumor_Cells_D -> 
  Elimination_of_Chemotherapy: Drug_Concentration_C -> ","8206438: 3 species, 5 reactions
  reaction_14:  -> species_14
  reaction_15: species_14 -> species_15
  reaction_16: species_14 -> 
  reaction_17: species_15 -> 
  reaction_13: species_13 -> ","{""species_names"": {""Drug_Concentration_C"": ""species_13"", ""Tumor_Cell_Population_P"": ""species_14"", ""Damaged_Tumor_Cells_D"": ""species_15""}, ""reaction_names"": {""Tumor_Cell_P_logistic_growth"": ""reaction_14"", ""Tumor_Cell_P_early_death"": ""reaction_15"", ""Tumor_Cell_P_delayed_death"": ""reaction_16"", ""Damaged_Tumor_Cell_D_death"": ""reaction_17"", ""Elimination_of_Chemotherapy"": ""reaction_13""}}",1,False,,,,,0.0006158534084194089,0.00043992520598379325
BIOMD0000000814,BIOMD0000000791,"BIOMD0000000814: 3 species, 5 reactions
  Tumor_Cell_P_logistic_growth:  -> Tumor_Cell_Population_P
  Tumor_Cell_P_early_death: Tumor_Cell_Population_P -> Damaged_Tumor_Cells_D
  Tumor_Cell_P_delayed_death: Tumor_Cell_Population_P -> 
  Damaged_Tumor_Cell_D_death: Damaged_Tumor_Cells_D -> 
  Elimination_of_Chemotherapy: Drug_Concentration_C -> ","9922525: 3 species, 5 reactions
  effector_stimulation:  -> E
  effector_conversion: E -> R
  effector_death: E -> 
  Treg_death: R -> 
  tumor_immune: T -> ","{""species_names"": {""Drug_Concentration_C"": ""T"", ""Tumor_Cell_Population_P"": ""E"", ""Damaged_Tumor_Cells_D"": ""R""}, ""reaction_names"": {""Tumor_Cell_P_logistic_growth"": ""effector_stimulation"", ""Tumor_Cell_P_early_death"": ""effector_conversion"", ""Tumor_Cell_P_delayed_death"": ""effector_death"", ""Damaged_Tumor_Cell_D_death"": ""Treg_death"", ""Elimination_of_Chemotherapy"": ""tumor_immune""}}",8,False,,,,,0.00030797412824157266,0.0002199868000879457
BIOMD0000000814,BIOMD0000000709,"BIOMD0000000814: 3 species, 5 reactions
  Tumor_Cell_P_logistic_growth:  -> Tumor_Cell_Population_P
  Tumor_Cell_P_early_death: Tumor_Cell_Population_P -> Damaged_Tumor_Cells_D
  Tumor_Cell_P_delayed_death: Tumor_Cell_Population_P -> 
  Damaged_Tumor_Cell_D_death: Damaged_Tumor_Cells_D -> 
  Elimination_of_Chemotherapy: Drug_Concentration_C -> ","7246370: 3 species, 5 reactions
  reaction_5:  -> S_h
  reaction_6: S_h -> I_h
  reaction_7: S_h -> 
  reaction_8: I_h -> 
  reaction_3: I_a -> ","{""species_names"": {""Drug_Concentration_C"": ""I_a"", ""Tumor_Cell_Population_P"": ""S_h"", ""Damaged_Tumor_Cells_D"": ""I_h""}, ""reaction_names"": {""Tumor_Cell_P_logistic_growth"": ""reaction_5"", ""Tumor_Cell_P_early_death"": ""reaction_6"", ""Tumor_Cell_P_delayed_death"": ""reaction_7"", ""Damaged_Tumor_Cell_D_death"": ""reaction_8"", ""Elimination_of_Chemotherapy"": ""reaction_3""}}",6,False,,,,,0.00030797412824157266,0.0002199868000879457
BIOMD0000000814,BIOMD0000000169,"BIOMD0000000814: 3 species, 5 reactions
  Tumor_Cell_P_logistic_growth:  -> Tumor_Cell_Population_P
  Tumor_Cell_P_early_death: Tumor_Cell_Population_P -> Damaged_Tumor_Cells_D
  Tumor_Cell_P_delayed_death: Tumor_Cell_Population_P -> 
  Damaged_Tumor_Cell_D_death: Damaged_Tumor_Cells_D -> 
  Elimination_of_Chemotherapy: Drug_Concentration_C -> ","831331: 3 species, 5 reactions
  cycECDK2synthesis_1:  -> Y2_1
  cycECDK2activation_1: Y2_1 -> Y1_1
  cycECDK2degradation_1: Y2_1 -> 
  acycECDK2degradation_1: Y1_1 -> 
  E2Fdegradation_1: Y4_1 -> ","{""species_names"": {""Drug_Concentration_C"": ""Y4_1"", ""Tumor_Cell_Population_P"": ""Y2_1"", ""Damaged_Tumor_Cells_D"": ""Y1_1""}, ""reaction_names"": {""Tumor_Cell_P_logistic_growth"": ""cycECDK2synthesis_1"", ""Tumor_Cell_P_early_death"": ""cycECDK2activation_1"", ""Tumor_Cell_P_delayed_death"": ""cycECDK2degradation_1"", ""Damaged_Tumor_Cell_D_death"": ""acycECDK2degradation_1"", ""Elimination_of_Chemotherapy"": ""E2Fdegradation_1""}}",6,False,,,,,0.0007557671889423245,0.0005398812134631559
BIOMD0000000814,BIOMD0000000590,"BIOMD0000000814: 3 species, 5 reactions
  Tumor_Cell_P_logistic_growth:  -> Tumor_Cell_Population_P
  Tumor_Cell_P_early_death: Tumor_Cell_Population_P -> Damaged_Tumor_Cells_D
  Tumor_Cell_P_delayed_death: Tumor_Cell_Population_P -> 
  Damaged_Tumor_Cell_D_death: Damaged_Tumor_Cells_D -> 
  Elimination_of_Chemotherapy: Drug_Concentration_C -> ","7009517: 3 species, 5 reactions
  r1:  -> cp
  r2: cp -> ca
  cp_dilution: cp -> 
  ca_dilution: ca -> 
  dho_dilution: dho -> ","{""species_names"": {""Drug_Concentration_C"": ""dho"", ""Tumor_Cell_Population_P"": ""cp"", ""Damaged_Tumor_Cells_D"": ""ca""}, ""reaction_names"": {""Tumor_Cell_P_logistic_growth"": ""r1"", ""Tumor_Cell_P_early_death"": ""r2"", ""Tumor_Cell_P_delayed_death"": ""cp_dilution"", ""Damaged_Tumor_Cell_D_death"": ""ca_dilution"", ""Elimination_of_Chemotherapy"": ""dho_dilution""}}",9,False,,,,,0.0005598824109757095,0.00039994000399989904
BIOMD0000000814,BIOMD0000000058,"BIOMD0000000814: 3 species, 5 reactions
  Tumor_Cell_P_logistic_growth:  -> Tumor_Cell_Population_P
  Tumor_Cell_P_early_death: Tumor_Cell_Population_P -> Damaged_Tumor_Cells_D
  Tumor_Cell_P_delayed_death: Tumor_Cell_Population_P -> 
  Damaged_Tumor_Cell_D_death: Damaged_Tumor_Cells_D -> 
  Elimination_of_Chemotherapy: Drug_Concentration_C -> ","2245105: 3 species, 5 reactions
  Jreceptor_Cell2:  -> c2
  diffusion: c2 -> c1
  Jpump_Cell2: c2 -> 
  Jpump_Cell1: c1 -> 
  Open_to_Inactivated_Cell1: h1 -> ","{""species_names"": {""Drug_Concentration_C"": ""h1"", ""Tumor_Cell_Population_P"": ""c2"", ""Damaged_Tumor_Cells_D"": ""c1""}, ""reaction_names"": {""Tumor_Cell_P_logistic_growth"": ""Jreceptor_Cell2"", ""Tumor_Cell_P_early_death"": ""diffusion"", ""Tumor_Cell_P_delayed_death"": ""Jpump_Cell2"", ""Damaged_Tumor_Cell_D_death"": ""Jpump_Cell1"", ""Elimination_of_Chemotherapy"": ""Open_to_Inactivated_Cell1""}}",4,False,,,,,0.00030797412824157266,0.0002199868000879457
BIOMD0000000814,BIOMD0000000770,"BIOMD0000000814: 3 species, 5 reactions
  Tumor_Cell_P_logistic_growth:  -> Tumor_Cell_Population_P
  Tumor_Cell_P_early_death: Tumor_Cell_Population_P -> Damaged_Tumor_Cells_D
  Tumor_Cell_P_delayed_death: Tumor_Cell_Population_P -> 
  Damaged_Tumor_Cell_D_death: Damaged_Tumor_Cells_D -> 
  Elimination_of_Chemotherapy: Drug_Concentration_C -> ","4161940: 3 species, 5 reactions
  M1_H1:  -> M1
  M1_M2_transition: M1 -> M2
  M1_death: M1 -> 
  M2_death: M2 -> 
  H1_death: H1 -> ","{""species_names"": {""Drug_Concentration_C"": ""H1"", ""Tumor_Cell_Population_P"": ""M1"", ""Damaged_Tumor_Cells_D"": ""M2""}, ""reaction_names"": {""Tumor_Cell_P_logistic_growth"": ""M1_H1"", ""Tumor_Cell_P_early_death"": ""M1_M2_transition"", ""Tumor_Cell_P_delayed_death"": ""M1_death"", ""Damaged_Tumor_Cell_D_death"": ""M2_death"", ""Elimination_of_Chemotherapy"": ""H1_death""}}",8,False,,,,,0.0003919506098440939,0.0002799748006719893
BIOMD0000000814,BIOMD0000000817,"BIOMD0000000814: 3 species, 5 reactions
  Tumor_Cell_P_logistic_growth:  -> Tumor_Cell_Population_P
  Tumor_Cell_P_early_death: Tumor_Cell_Population_P -> Damaged_Tumor_Cells_D
  Tumor_Cell_P_delayed_death: Tumor_Cell_Population_P -> 
  Damaged_Tumor_Cell_D_death: Damaged_Tumor_Cells_D -> 
  Elimination_of_Chemotherapy: Drug_Concentration_C -> ","9751156: 3 species, 5 reactions
  Tumor_cell_U_exponential_growth:  -> Uninfected_Tumor_Cell_U
  Tumor_Cell_U_infection: Uninfected_Tumor_Cell_U -> Infected_Cancer_Cell_I
  Tumour_cell_U_elimination: Uninfected_Tumor_Cell_U -> 
  Infected_Tumor_Cell_I_death: Infected_Cancer_Cell_I -> 
  Natural_decay_of_virus: Oncolytic_Adenovirus_V -> ","{""species_names"": {""Drug_Concentration_C"": ""Oncolytic_Adenovirus_V"", ""Tumor_Cell_Population_P"": ""Uninfected_Tumor_Cell_U"", ""Damaged_Tumor_Cells_D"": ""Infected_Cancer_Cell_I""}, ""reaction_names"": {""Tumor_Cell_P_logistic_growth"": ""Tumor_cell_U_exponential_growth"", ""Tumor_Cell_P_early_death"": ""Tumor_Cell_U_infection"", ""Tumor_Cell_P_delayed_death"": ""Tumour_cell_U_elimination"", ""Damaged_Tumor_Cell_D_death"": ""Infected_Tumor_Cell_I_death"", ""Elimination_of_Chemotherapy"": ""Natural_decay_of_virus""}}",6,False,,,,,0.0003639592331415864,0.0002599792004159829
BIOMD0000000814,BIOMD0000000855,"BIOMD0000000814: 3 species, 5 reactions
  Tumor_Cell_P_logistic_growth:  -> Tumor_Cell_Population_P
  Tumor_Cell_P_early_death: Tumor_Cell_Population_P -> Damaged_Tumor_Cells_D
  Tumor_Cell_P_delayed_death: Tumor_Cell_Population_P -> 
  Damaged_Tumor_Cell_D_death: Damaged_Tumor_Cells_D -> 
  Elimination_of_Chemotherapy: Drug_Concentration_C -> ","546742: 3 species, 5 reactions
  Neutrophil_Activation:  -> N
  Debris_Neutrophil_Decay: N -> Pt
  Neutrophil_Destruction_Macrophage: N -> 
  Debris_Destruction_Neutrophils: Pt -> 
  Pathogen_Destruction_Background_Response: P -> ","{""species_names"": {""Drug_Concentration_C"": ""P"", ""Tumor_Cell_Population_P"": ""N"", ""Damaged_Tumor_Cells_D"": ""Pt""}, ""reaction_names"": {""Tumor_Cell_P_logistic_growth"": ""Neutrophil_Activation"", ""Tumor_Cell_P_early_death"": ""Debris_Neutrophil_Decay"", ""Tumor_Cell_P_delayed_death"": ""Neutrophil_Destruction_Macrophage"", ""Damaged_Tumor_Cell_D_death"": ""Debris_Destruction_Neutrophils"", ""Elimination_of_Chemotherapy"": ""Pathogen_Destruction_Background_Response""}}",12,False,,,,,0.0003359670726147401,0.0002399832002240032
BIOMD0000000814,BIOMD0000000240,"BIOMD0000000814: 3 species, 5 reactions
  Tumor_Cell_P_logistic_growth:  -> Tumor_Cell_Population_P
  Tumor_Cell_P_early_death: Tumor_Cell_Population_P -> Damaged_Tumor_Cells_D
  Tumor_Cell_P_delayed_death: Tumor_Cell_Population_P -> 
  Damaged_Tumor_Cell_D_death: Damaged_Tumor_Cells_D -> 
  Elimination_of_Chemotherapy: Drug_Concentration_C -> ","3959629: 3 species, 5 reactions
  synthesisDegU:  -> DegU
  phosphorylation: DegU -> DegUP
  degradation1: DegU -> 
  degradation2: DegUP -> 
  AprEdeg: AprE -> ","{""species_names"": {""Drug_Concentration_C"": ""AprE"", ""Tumor_Cell_Population_P"": ""DegU"", ""Damaged_Tumor_Cells_D"": ""DegUP""}, ""reaction_names"": {""Tumor_Cell_P_logistic_growth"": ""synthesisDegU"", ""Tumor_Cell_P_early_death"": ""phosphorylation"", ""Tumor_Cell_P_delayed_death"": ""degradation1"", ""Damaged_Tumor_Cell_D_death"": ""degradation2"", ""Elimination_of_Chemotherapy"": ""AprEdeg""}}",4,False,,,,,0.0003919506098440939,0.0002799748006719893
BIOMD0000000814,BIOMD0000000202,"BIOMD0000000814: 3 species, 5 reactions
  Tumor_Cell_P_logistic_growth:  -> Tumor_Cell_Population_P
  Tumor_Cell_P_early_death: Tumor_Cell_Population_P -> Damaged_Tumor_Cells_D
  Tumor_Cell_P_delayed_death: Tumor_Cell_Population_P -> 
  Damaged_Tumor_Cell_D_death: Damaged_Tumor_Cells_D -> 
  Elimination_of_Chemotherapy: Drug_Concentration_C -> ","1045945: 3 species, 5 reactions
  close_CRAC_prod:  -> Oc
  open_CRAC_channel_prod: Oc -> O_o
  closed_CRAC_channel_deg: Oc -> 
  open_CRAC_channel_deg: O_o -> 
  PMCA: Ca_Cyt -> ","{""species_names"": {""Drug_Concentration_C"": ""Ca_Cyt"", ""Tumor_Cell_Population_P"": ""Oc"", ""Damaged_Tumor_Cells_D"": ""O_o""}, ""reaction_names"": {""Tumor_Cell_P_logistic_growth"": ""close_CRAC_prod"", ""Tumor_Cell_P_early_death"": ""open_CRAC_channel_prod"", ""Tumor_Cell_P_delayed_death"": ""closed_CRAC_channel_deg"", ""Damaged_Tumor_Cell_D_death"": ""open_CRAC_channel_deg"", ""Elimination_of_Chemotherapy"": ""PMCA""}}",4,False,,,,,0.00041994120274413405,0.00029997000100001614
BIOMD0000000825,BIOMD0000000750,"BIOMD0000000825: 3 species, 4 reactions
  Transition_to_resistance: Sensitive_tumor_S -> Resistant_tumor_R
  growth_of_sensitive_tumor:  -> Sensitive_tumor_S
  growth_of_resistant_tumor:  -> Resistant_tumor_R
  drug_induced_death: Sensitive_tumor_S -> ","5954475: 3 species, 4 reactions
  tumor_migration: Tp -> Tm
  tumor_growth_NGF__logistic:  -> Tp
  migrating_tumor_cell_growth:  -> Tm
  tumor_death_AGM: Tp -> ","{""species_names"": {""Resistant_tumor_R"": ""Tm"", ""Sensitive_tumor_S"": ""Tp"", ""Tumor_Volume_V"": ""G""}, ""reaction_names"": {""Transition_to_resistance"": ""tumor_migration"", ""growth_of_sensitive_tumor"": ""tumor_growth_NGF__logistic"", ""growth_of_resistant_tumor"": ""migrating_tumor_cell_growth"", ""drug_induced_death"": ""tumor_death_AGM""}}",6,False,,,,,0.0,0.0
BIOMD0000000825,BIOMD0000001033,"BIOMD0000000825: 3 species, 4 reactions
  Transition_to_resistance: Sensitive_tumor_S -> Resistant_tumor_R
  growth_of_sensitive_tumor:  -> Sensitive_tumor_S
  growth_of_resistant_tumor:  -> Resistant_tumor_R
  drug_induced_death: Sensitive_tumor_S -> ","6013538: 3 species, 4 reactions
  M1_polarisation: M1_macrophages -> Uninfected_M2_macrophages
  M1_activation_growth:  -> M1_macrophages
  M2_activation_growth:  -> Uninfected_M2_macrophages
  M1_death: M1_macrophages -> ","{""species_names"": {""Resistant_tumor_R"": ""Uninfected_M2_macrophages"", ""Sensitive_tumor_S"": ""M1_macrophages"", ""Tumor_Volume_V"": ""Uninfected_tumour_cells""}, ""reaction_names"": {""Transition_to_resistance"": ""M1_polarisation"", ""growth_of_sensitive_tumor"": ""M1_activation_growth"", ""growth_of_resistant_tumor"": ""M2_activation_growth"", ""drug_induced_death"": ""M1_death""}}",4,False,,,,,0.0,0.0
BIOMD0000000825,BIOMD0000000770,"BIOMD0000000825: 3 species, 4 reactions
  Transition_to_resistance: Sensitive_tumor_S -> Resistant_tumor_R
  growth_of_sensitive_tumor:  -> Sensitive_tumor_S
  growth_of_resistant_tumor:  -> Resistant_tumor_R
  drug_induced_death: Sensitive_tumor_S -> ","8351973: 3 species, 4 reactions
  M2_M1_transition: M2 -> M1
  M2_H2:  -> M2
  M1_H1:  -> M1
  M2_death: M2 -> ","{""species_names"": {""Resistant_tumor_R"": ""M1"", ""Sensitive_tumor_S"": ""M2"", ""Tumor_Volume_V"": ""H1""}, ""reaction_names"": {""Transition_to_resistance"": ""M2_M1_transition"", ""growth_of_sensitive_tumor"": ""M2_H2"", ""growth_of_resistant_tumor"": ""M1_H1"", ""drug_induced_death"": ""M2_death""}}",16,False,,,,,0.0,0.0
BIOMD0000000825,BIOMD0000000327,"BIOMD0000000825: 3 species, 4 reactions
  Transition_to_resistance: Sensitive_tumor_S -> Resistant_tumor_R
  growth_of_sensitive_tumor:  -> Sensitive_tumor_S
  growth_of_resistant_tumor:  -> Resistant_tumor_R
  drug_induced_death: Sensitive_tumor_S -> ","3631722: 3 species, 4 reactions
  bcftr: bl -> bi
  bac:  -> bl
  buffering:  -> bi
  outflow: bl -> ","{""species_names"": {""Resistant_tumor_R"": ""bi"", ""Sensitive_tumor_S"": ""bl"", ""Tumor_Volume_V"": ""ci""}, ""reaction_names"": {""Transition_to_resistance"": ""bcftr"", ""growth_of_sensitive_tumor"": ""bac"", ""growth_of_resistant_tumor"": ""buffering"", ""drug_induced_death"": ""outflow""}}",6,False,,,,,0.0,0.0
BIOMD0000000825,BIOMD0000000294,"BIOMD0000000825: 3 species, 4 reactions
  Transition_to_resistance: Sensitive_tumor_S -> Resistant_tumor_R
  growth_of_sensitive_tumor:  -> Sensitive_tumor_S
  growth_of_resistant_tumor:  -> Resistant_tumor_R
  drug_induced_death: Sensitive_tumor_S -> ","2830898: 3 species, 4 reactions
  r26: V -> S
  r2:  -> V
  r1:  -> S
  r4: V -> ","{""species_names"": {""Resistant_tumor_R"": ""S"", ""Sensitive_tumor_S"": ""V"", ""Tumor_Volume_V"": ""N""}, ""reaction_names"": {""Transition_to_resistance"": ""r26"", ""growth_of_sensitive_tumor"": ""r2"", ""growth_of_resistant_tumor"": ""r1"", ""drug_induced_death"": ""r4""}}",9,False,,,,,0.0,0.0
BIOMD0000000825,BIOMD0000000852,"BIOMD0000000825: 3 species, 4 reactions
  Transition_to_resistance: Sensitive_tumor_S -> Resistant_tumor_R
  growth_of_sensitive_tumor:  -> Sensitive_tumor_S
  growth_of_resistant_tumor:  -> Resistant_tumor_R
  drug_induced_death: Sensitive_tumor_S -> ","2760918: 3 species, 4 reactions
  HSC_MPN_Mutation: x0 -> y0
  HSC_Self_Renewal:  -> x0
  MPN_SC_Self_Renewal:  -> y0
  HSC_Proliferation: x0 -> ","{""species_names"": {""Resistant_tumor_R"": ""y0"", ""Sensitive_tumor_S"": ""x0"", ""Tumor_Volume_V"": ""x1""}, ""reaction_names"": {""Transition_to_resistance"": ""HSC_MPN_Mutation"", ""growth_of_sensitive_tumor"": ""HSC_Self_Renewal"", ""growth_of_resistant_tumor"": ""MPN_SC_Self_Renewal"", ""drug_induced_death"": ""HSC_Proliferation""}}",4,False,,,,,0.0,0.0
BIOMD0000000845,BIOMD0000000748,"BIOMD0000000845: 3 species, 7 reactions
  Susceptible_Logistic_Growth:  -> S
  Susceptible_Absorption_Virus: S + V_L -> I
  Susceptible_Death: S -> 
  Infected_Death: I -> 
  Infected_Lysis: I -> 
  Virus_Lytic_Release_From_Infected:  -> V_L
  Virus_Lytic_Decay: V_L -> ","1795397: 3 species, 7 reactions
  tumor_growth:  -> x
  infection: x + v -> y
  tumor_death: x -> 
  infected_tumor_killing: y -> 
  infected_tumor_death: y -> 
  virus_multiplication_in_infected_tumor:  -> v
  virus_clearing: v -> ","{""species_names"": {""S"": ""x"", ""I"": ""y"", ""V_L"": ""v""}, ""reaction_names"": {""Susceptible_Logistic_Growth"": ""tumor_growth"", ""Susceptible_Absorption_Virus"": ""infection"", ""Susceptible_Death"": ""tumor_death"", ""Infected_Death"": ""infected_tumor_killing"", ""Infected_Lysis"": ""infected_tumor_death"", ""Virus_Lytic_Release_From_Infected"": ""virus_multiplication_in_infected_tumor"", ""Virus_Lytic_Decay"": ""virus_clearing""}}",16,False,,,,,0.0,0.0
BIOMD0000000845,BIOMD0000000101,"BIOMD0000000845: 3 species, 7 reactions
  Susceptible_Logistic_Growth:  -> S
  Susceptible_Absorption_Virus: S + V_L -> I
  Susceptible_Death: S -> 
  Infected_Death: I -> 
  Infected_Lysis: I -> 
  Virus_Lytic_Release_From_Infected:  -> V_L
  Virus_Lytic_Decay: V_L -> ","8396730: 3 species, 7 reactions
  v5:  -> RI
  v1: RI + RII -> lRIRII
  v6: RI -> 
  v2: lRIRII -> 
  v3: lRIRII -> 
  v10:  -> RII
  v11: RII -> ","{""species_names"": {""S"": ""RI"", ""I"": ""lRIRII"", ""V_L"": ""RII""}, ""reaction_names"": {""Susceptible_Logistic_Growth"": ""v5"", ""Susceptible_Absorption_Virus"": ""v1"", ""Susceptible_Death"": ""v6"", ""Infected_Death"": ""v2"", ""Infected_Lysis"": ""v3"", ""Virus_Lytic_Release_From_Infected"": ""v10"", ""Virus_Lytic_Decay"": ""v11""}}",4,False,,,,,0.0,0.0
BIOMD0000000850,BIOMD0000000709,"BIOMD0000000850: 3 species, 4 reactions
  Tumor_Growth:  -> U
  Conversion_Uninfected_to_Infected: U -> I
  Tumor_Cell_Death: I -> V
  Viral_Decay: V -> ","6623158: 3 species, 4 reactions
  reaction_5:  -> S_h
  reaction_6: S_h -> I_h
  reaction_10: I_h -> R_h
  reaction_11: R_h -> ","{""species_names"": {""U"": ""S_h"", ""I"": ""I_h"", ""V"": ""R_h""}, ""reaction_names"": {""Tumor_Growth"": ""reaction_5"", ""Conversion_Uninfected_to_Infected"": ""reaction_6"", ""Tumor_Cell_Death"": ""reaction_10"", ""Viral_Decay"": ""reaction_11""}}",1,False,,,,,0.0015941906548764262,0.0015392455056476573
BIOMD0000000850,BIOMD0000000852,"BIOMD0000000850: 3 species, 4 reactions
  Tumor_Growth:  -> U
  Conversion_Uninfected_to_Infected: U -> I
  Tumor_Cell_Death: I -> V
  Viral_Decay: V -> ","7012706: 3 species, 4 reactions
  HSC_Self_Renewal:  -> x0
  HSC_MPN_Mutation: x0 -> y0
  MPN_SC_Death: y0 -> a
  Dead_Cells_Elimination_Per_Cytokine: a -> ","{""species_names"": {""U"": ""x0"", ""I"": ""y0"", ""V"": ""a""}, ""reaction_names"": {""Tumor_Growth"": ""HSC_Self_Renewal"", ""Conversion_Uninfected_to_Infected"": ""HSC_MPN_Mutation"", ""Tumor_Cell_Death"": ""MPN_SC_Death"", ""Viral_Decay"": ""Dead_Cells_Elimination_Per_Cytokine""}}",1,False,,,,,0.002173266024296572,0.0020983835281646046
BIOMD0000000850,BIOMD0000000942,"BIOMD0000000850: 3 species, 4 reactions
  Tumor_Growth:  -> U
  Conversion_Uninfected_to_Infected: U -> I
  Tumor_Cell_Death: I -> V
  Viral_Decay: V -> ","844516: 3 species, 4 reactions
  R8_Synthesis:  -> Cyclin
  R7_Protein_Complex__Formation_by_binding: Cyclin -> Cyclin_Cdk1_MPF
  R4_Phosphorylation: Cyclin_Cdk1_MPF -> Cyclin_Cdk1_preMPF
  R15_Degradation: Cyclin_Cdk1_preMPF -> ","{""species_names"": {""U"": ""Cyclin"", ""I"": ""Cyclin_Cdk1_MPF"", ""V"": ""Cyclin_Cdk1_preMPF""}, ""reaction_names"": {""Tumor_Growth"": ""R8_Synthesis"", ""Conversion_Uninfected_to_Infected"": ""R7_Protein_Complex__Formation_by_binding"", ""Tumor_Cell_Death"": ""R4_Phosphorylation"", ""Viral_Decay"": ""R15_Degradation""}}",1,False,,,,,0.002173266024296572,0.0020983835281646046
